MASTER_REQUIREMENT	SOURCE_PATH	TARGET_PACKAGE	TARGET_PATH	STATUS	NOTES
02_ARCHITECTURE/21_LANGUAGE_AND_STACK_DECISIONS.md	02_ARCHITECTURE/21_LANGUAGE_AND_STACK_DECISIONS.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/21_LANGUAGE_AND_STACK_DECISIONS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/22_REPOSITORY_ARCHITECTURE.md	02_ARCHITECTURE/22_REPOSITORY_ARCHITECTURE.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/22_REPOSITORY_ARCHITECTURE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/23_PUBLIC_PRIVATE_COMPONENT_BOUNDARY.md	02_ARCHITECTURE/23_PUBLIC_PRIVATE_COMPONENT_BOUNDARY.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/23_PUBLIC_PRIVATE_COMPONENT_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/24_DATA_STORAGE_ARCHITECTURE.md	02_ARCHITECTURE/24_DATA_STORAGE_ARCHITECTURE.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/24_DATA_STORAGE_ARCHITECTURE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/25_INTERFACE_AND_EVENT_CONTRACTS.md	02_ARCHITECTURE/25_INTERFACE_AND_EVENT_CONTRACTS.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/25_INTERFACE_AND_EVENT_CONTRACTS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/26_SINGLE_CONTAINER_DEPLOYMENT.md	02_ARCHITECTURE/26_SINGLE_CONTAINER_DEPLOYMENT.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/26_SINGLE_CONTAINER_DEPLOYMENT.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
02_ARCHITECTURE/27_ENTERPRISE_SCALE_OUT.md	02_ARCHITECTURE/27_ENTERPRISE_SCALE_OUT.md	Package 1	MASTER_REFERENCE/02_ARCHITECTURE/27_ENTERPRISE_SCALE_OUT.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/30_SECURITY_KERNEL.md	03_SECURITY/30_SECURITY_KERNEL.md	Package 4	MASTER_REFERENCE/03_SECURITY/30_SECURITY_KERNEL.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/31_THREAT_MODEL.md	03_SECURITY/31_THREAT_MODEL.md	Package 4	MASTER_REFERENCE/03_SECURITY/31_THREAT_MODEL.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/32_CODEN_PATH_AUTHORIZATION.md	03_SECURITY/32_CODEN_PATH_AUTHORIZATION.md	Package 4	MASTER_REFERENCE/03_SECURITY/32_CODEN_PATH_AUTHORIZATION.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/33_OWNER_BYPASS_AND_INVARIANTS.md	03_SECURITY/33_OWNER_BYPASS_AND_INVARIANTS.md	Package 4	MASTER_REFERENCE/03_SECURITY/33_OWNER_BYPASS_AND_INVARIANTS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/34_AGENT_TOOL_CAPABILITY_SANDBOX.md	03_SECURITY/34_AGENT_TOOL_CAPABILITY_SANDBOX.md	Package 4	MASTER_REFERENCE/03_SECURITY/34_AGENT_TOOL_CAPABILITY_SANDBOX.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/35_SUPPLY_CHAIN_UPDATE_SECURITY.md	03_SECURITY/35_SUPPLY_CHAIN_UPDATE_SECURITY.md	Package 4	MASTER_REFERENCE/03_SECURITY/35_SUPPLY_CHAIN_UPDATE_SECURITY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/36_SECRETS_IDENTITY_ZERO_TRUST.md	03_SECURITY/36_SECRETS_IDENTITY_ZERO_TRUST.md	Package 4	MASTER_REFERENCE/03_SECURITY/36_SECRETS_IDENTITY_ZERO_TRUST.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/37_HARM_PREVENTION_AND_CYBER_PHYSICAL.md	03_SECURITY/37_HARM_PREVENTION_AND_CYBER_PHYSICAL.md	Package 4	MASTER_REFERENCE/03_SECURITY/37_HARM_PREVENTION_AND_CYBER_PHYSICAL.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
03_SECURITY/38_INCIDENT_RESPONSE_VULNERABILITY_DISCLOSURE.md	03_SECURITY/38_INCIDENT_RESPONSE_VULNERABILITY_DISCLOSURE.md	Package 4	MASTER_REFERENCE/03_SECURITY/38_INCIDENT_RESPONSE_VULNERABILITY_DISCLOSURE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/40_HARDWARE_RUNTIME_ORCHESTRATOR.md	04_AI_PLATFORM/40_HARDWARE_RUNTIME_ORCHESTRATOR.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/40_HARDWARE_RUNTIME_ORCHESTRATOR.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/41_MODEL_GOVERNANCE.md	04_AI_PLATFORM/41_MODEL_GOVERNANCE.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/41_MODEL_GOVERNANCE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/42_MULTI_GPU_MEMORY_PLANNER.md	04_AI_PLATFORM/42_MULTI_GPU_MEMORY_PLANNER.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/42_MULTI_GPU_MEMORY_PLANNER.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/43_ATOM_PRIVATE_PROVIDER_BOUNDARY.md	04_AI_PLATFORM/43_ATOM_PRIVATE_PROVIDER_BOUNDARY.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/43_ATOM_PRIVATE_PROVIDER_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/44_MEVCM_MEMORY_AND_CONTAMINATION.md	04_AI_PLATFORM/44_MEVCM_MEMORY_AND_CONTAMINATION.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/44_MEVCM_MEMORY_AND_CONTAMINATION.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/45_DOCUMENT_KNOWLEDGE_SEARCH.md	04_AI_PLATFORM/45_DOCUMENT_KNOWLEDGE_SEARCH.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/45_DOCUMENT_KNOWLEDGE_SEARCH.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/46_AGENT_WORKFLOW_PROGRAMMABLE_DOCS.md	04_AI_PLATFORM/46_AGENT_WORKFLOW_PROGRAMMABLE_DOCS.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/46_AGENT_WORKFLOW_PROGRAMMABLE_DOCS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/47_CODEN_ULTRA_PRODUCT_SPEC.md	04_AI_PLATFORM/47_CODEN_ULTRA_PRODUCT_SPEC.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/47_CODEN_ULTRA_PRODUCT_SPEC.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
04_AI_PLATFORM/48_TECHNOLOGY_RADAR.md	04_AI_PLATFORM/48_TECHNOLOGY_RADAR.md	Package 3	MASTER_REFERENCE/04_AI_PLATFORM/48_TECHNOLOGY_RADAR.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/50_DUAL_LICENSING_STRATEGY.md	05_OPEN_SOURCE_COMMERCIAL/50_DUAL_LICENSING_STRATEGY.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/50_DUAL_LICENSING_STRATEGY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/51_PUBLIC_REPOSITORY_GOVERNANCE.md	05_OPEN_SOURCE_COMMERCIAL/51_PUBLIC_REPOSITORY_GOVERNANCE.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/51_PUBLIC_REPOSITORY_GOVERNANCE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/52_CONTRIBUTIONS_CLA_DCO.md	05_OPEN_SOURCE_COMMERCIAL/52_CONTRIBUTIONS_CLA_DCO.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/52_CONTRIBUTIONS_CLA_DCO.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/53_TRADEMARK_CERTIFICATION_POLICY.md	05_OPEN_SOURCE_COMMERCIAL/53_TRADEMARK_CERTIFICATION_POLICY.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/53_TRADEMARK_CERTIFICATION_POLICY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/54_DEPENDENCY_LICENSE_POLICY.md	05_OPEN_SOURCE_COMMERCIAL/54_DEPENDENCY_LICENSE_POLICY.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/54_DEPENDENCY_LICENSE_POLICY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/55_GRANT_COMPATIBILITY.md	05_OPEN_SOURCE_COMMERCIAL/55_GRANT_COMPATIBILITY.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/55_GRANT_COMPATIBILITY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/56_FUNDING_WORK_PACKAGES.md	05_OPEN_SOURCE_COMMERCIAL/56_FUNDING_WORK_PACKAGES.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/56_FUNDING_WORK_PACKAGES.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
05_OPEN_SOURCE_COMMERCIAL/57_OPEN_SOURCE_SECURITY_MAINTENANCE.md	05_OPEN_SOURCE_COMMERCIAL/57_OPEN_SOURCE_SECURITY_MAINTENANCE.md	Package 5	PROJECT_GOVERNANCE/05_OPEN_SOURCE_COMMERCIAL/57_OPEN_SOURCE_SECURITY_MAINTENANCE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/60_GLOBAL_COMPLIANCE_ARCHITECTURE.md	06_COMPLIANCE/60_GLOBAL_COMPLIANCE_ARCHITECTURE.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/60_GLOBAL_COMPLIANCE_ARCHITECTURE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/61_EU_COMPLIANCE_PACK.md	06_COMPLIANCE/61_EU_COMPLIANCE_PACK.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/61_EU_COMPLIANCE_PACK.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/62_US_COMPLIANCE_PACK.md	06_COMPLIANCE/62_US_COMPLIANCE_PACK.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/62_US_COMPLIANCE_PACK.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/63_OTHER_JURISDICTION_PACKS.md	06_COMPLIANCE/63_OTHER_JURISDICTION_PACKS.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/63_OTHER_JURISDICTION_PACKS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/64_PRIVACY_DATA_GOVERNANCE.md	06_COMPLIANCE/64_PRIVACY_DATA_GOVERNANCE.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/64_PRIVACY_DATA_GOVERNANCE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/65_ENTERPRISE_PROCUREMENT_EVIDENCE.md	06_COMPLIANCE/65_ENTERPRISE_PROCUREMENT_EVIDENCE.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/65_ENTERPRISE_PROCUREMENT_EVIDENCE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
06_COMPLIANCE/66_REGULATORY_CLAIMS_POLICY.md	06_COMPLIANCE/66_REGULATORY_CLAIMS_POLICY.md	Package 4	MASTER_REFERENCE/06_COMPLIANCE/66_REGULATORY_CLAIMS_POLICY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/70_INDUSTRY_MODULE_FRAMEWORK.md	07_INDUSTRY_MODULES/70_INDUSTRY_MODULE_FRAMEWORK.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/70_INDUSTRY_MODULE_FRAMEWORK.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/71_MODULE_TRUST_LEVELS.md	07_INDUSTRY_MODULES/71_MODULE_TRUST_LEVELS.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/71_MODULE_TRUST_LEVELS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/72_MEDICAL_SURGICAL_MODULE_BOUNDARY.md	07_INDUSTRY_MODULES/72_MEDICAL_SURGICAL_MODULE_BOUNDARY.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/72_MEDICAL_SURGICAL_MODULE_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/73_SCIENTIFIC_RESEARCH_MODULE_BOUNDARY.md	07_INDUSTRY_MODULES/73_SCIENTIFIC_RESEARCH_MODULE_BOUNDARY.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/73_SCIENTIFIC_RESEARCH_MODULE_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/74_AEROSPACE_AVIATION_MODULE_BOUNDARY.md	07_INDUSTRY_MODULES/74_AEROSPACE_AVIATION_MODULE_BOUNDARY.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/74_AEROSPACE_AVIATION_MODULE_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/75_FINANCE_TRADING_MODULE_BOUNDARY.md	07_INDUSTRY_MODULES/75_FINANCE_TRADING_MODULE_BOUNDARY.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/75_FINANCE_TRADING_MODULE_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/76_INDUSTRIAL_CRITICAL_INFRASTRUCTURE_BOUNDARY.md	07_INDUSTRY_MODULES/76_INDUSTRIAL_CRITICAL_INFRASTRUCTURE_BOUNDARY.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/76_INDUSTRIAL_CRITICAL_INFRASTRUCTURE_BOUNDARY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
07_INDUSTRY_MODULES/77_CUSTOMER_PRIVATE_MODULES.md	07_INDUSTRY_MODULES/77_CUSTOMER_PRIVATE_MODULES.md	Package 3	MASTER_REFERENCE/07_INDUSTRY_MODULES/77_CUSTOMER_PRIVATE_MODULES.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/80_UPDATE_NOTIFICATION_CENTER.md	08_OPERATIONS/80_UPDATE_NOTIFICATION_CENTER.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/80_UPDATE_NOTIFICATION_CENTER.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/81_BACKUP_RESTORE_DR.md	08_OPERATIONS/81_BACKUP_RESTORE_DR.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/81_BACKUP_RESTORE_DR.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/82_OBSERVABILITY_SUPPORT_DIAGNOSTICS.md	08_OPERATIONS/82_OBSERVABILITY_SUPPORT_DIAGNOSTICS.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/82_OBSERVABILITY_SUPPORT_DIAGNOSTICS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/83_RELEASE_LIFECYCLE.md	08_OPERATIONS/83_RELEASE_LIFECYCLE.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/83_RELEASE_LIFECYCLE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/84_FIVE_ZIP_DELIVERY_PLAN.md	08_OPERATIONS/84_FIVE_ZIP_DELIVERY_PLAN.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/84_FIVE_ZIP_DELIVERY_PLAN.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/85_ACCEPTANCE_MATRIX.md	08_OPERATIONS/85_ACCEPTANCE_MATRIX.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/85_ACCEPTANCE_MATRIX.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
08_OPERATIONS/86_FINAL_HANDOFF_PROTOCOL.md	08_OPERATIONS/86_FINAL_HANDOFF_PROTOCOL.md	Package 5	PROJECT_GOVERNANCE/08_OPERATIONS/86_FINAL_HANDOFF_PROTOCOL.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/COMMERCIAL_LICENSE_TERM_SHEET.md	09_LEGAL_TEMPLATES/COMMERCIAL_LICENSE_TERM_SHEET.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/COMMERCIAL_LICENSE_TERM_SHEET.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/CONTRIBUTOR_LICENSE_AGREEMENT_REQUIREMENTS.md	09_LEGAL_TEMPLATES/CONTRIBUTOR_LICENSE_AGREEMENT_REQUIREMENTS.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/CONTRIBUTOR_LICENSE_AGREEMENT_REQUIREMENTS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/DATA_PROCESSING_ADDENDUM_REQUIREMENTS.md	09_LEGAL_TEMPLATES/DATA_PROCESSING_ADDENDUM_REQUIREMENTS.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/DATA_PROCESSING_ADDENDUM_REQUIREMENTS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/LEGAL_REVIEW_CHECKLIST.md	09_LEGAL_TEMPLATES/LEGAL_REVIEW_CHECKLIST.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/LEGAL_REVIEW_CHECKLIST.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/SECURITY_POLICY_TEMPLATE.md	09_LEGAL_TEMPLATES/SECURITY_POLICY_TEMPLATE.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/SECURITY_POLICY_TEMPLATE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
09_LEGAL_TEMPLATES/TRADEMARK_POLICY_TEMPLATE.md	09_LEGAL_TEMPLATES/TRADEMARK_POLICY_TEMPLATE.md	Package 5	PROJECT_GOVERNANCE/09_LEGAL_TEMPLATES/TRADEMARK_POLICY_TEMPLATE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
CHANGELOG_V4.md	CHANGELOG_V4.md	Package 5	PROJECT_GOVERNANCE/CHANGELOG_V4.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/acceptance-matrix.yaml	DATA/acceptance-matrix.yaml	Package 5	PROJECT_GOVERNANCE/DATA/acceptance-matrix.yaml	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/capability-permission-catalog.csv	DATA/capability-permission-catalog.csv	Package 5	PROJECT_GOVERNANCE/DATA/capability-permission-catalog.csv	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/compliance-pack-matrix.csv	DATA/compliance-pack-matrix.csv	Package 5	PROJECT_GOVERNANCE/DATA/compliance-pack-matrix.csv	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/grant-work-packages.yaml	DATA/grant-work-packages.yaml	Package 5	PROJECT_GOVERNANCE/DATA/grant-work-packages.yaml	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/licensing-matrix.csv	DATA/licensing-matrix.csv	Package 5	PROJECT_GOVERNANCE/DATA/licensing-matrix.csv	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/public-private-matrix.csv	DATA/public-private-matrix.csv	Package 5	PROJECT_GOVERNANCE/DATA/public-private-matrix.csv	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/repository-map.json	DATA/repository-map.json	Package 5	PROJECT_GOVERNANCE/DATA/repository-map.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/source-registry.json	DATA/source-registry.json	Package 5	PROJECT_GOVERNANCE/DATA/source-registry.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DATA/technology-radar-seed.json	DATA/technology-radar-seed.json	Package 5	PROJECT_GOVERNANCE/DATA/technology-radar-seed.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
DESIGN/APPROVED_WEBUI_REFERENCE.png	DESIGN/APPROVED_WEBUI_REFERENCE.png	Package 1	MASTER_REFERENCE/DESIGN/APPROVED_WEBUI_REFERENCE.png	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
HANDOFF/CURRENT_HANDOFF.md	HANDOFF/CURRENT_HANDOFF.md	Package 5	PROJECT_GOVERNANCE/HANDOFF/CURRENT_HANDOFF.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
HANDOFF/NEXT_GATE.md	HANDOFF/NEXT_GATE.md	Package 5	PROJECT_GOVERNANCE/HANDOFF/NEXT_GATE.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
HANDOFF/OPERATIVE_CURSOR.json	HANDOFF/OPERATIVE_CURSOR.json	Package 5	PROJECT_GOVERNANCE/HANDOFF/OPERATIVE_CURSOR.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
HANDOFF/OWNER_DECISIONS.md	HANDOFF/OWNER_DECISIONS.md	Package 5	PROJECT_GOVERNANCE/HANDOFF/OWNER_DECISIONS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
IMPLEMENTATION_GATES.yaml	IMPLEMENTATION_GATES.yaml	Package 5	PROJECT_GOVERNANCE/IMPLEMENTATION_GATES.yaml	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
MANIFEST.sha256	MANIFEST.sha256	Package 5	PROJECT_GOVERNANCE/MANIFEST.sha256	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
MASTER_SPECIFICATION_V4.md	MASTER_SPECIFICATION_V4.md	Package 5	PROJECT_GOVERNANCE/MASTER_SPECIFICATION_V4.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
